Date,Open,High,Low,Close,Adj Close,Volume,Ticker,daily_return,MA5,MA10,volatility
2019-01-30,40.8125,41.53749847412109,40.057498931884766,-1.3880267587447486,39.54801177978516,244439200,AAPL,0.06833467691179762,-1.4164143121119843,-1.424110569068937,0.1579577498680645
2019-01-31,41.52750015258789,42.25,41.13999938964844,-1.3843154302254688,39.832801818847656,162958400,AAPL,0.007201225061459926,-1.4078217851583967,-1.4205047800190034,0.15597851156104006
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,-1.3840659239498037,39.85195159912109,130672400,AAPL,0.00048066468325647094,-1.402343576284152,-1.417162369194909,0.1603341910956549
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,-1.3693142163659586,40.98395156860352,125982000,AAPL,0.02840497001068898,-1.3929943622829104,-1.412637890100913,0.20058446019336013
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,-1.360176281013442,41.685150146484375,144406400,AAPL,0.017109446281934337,-1.3807997328354682,-1.406091034627084,0.09047270593841959
2019-02-06,43.66249847412109,43.89250183105469,43.212501525878906,-1.3599891156153507,41.69950866699219,112958400,AAPL,0.0003445448381349525,-1.375177692542155,-1.3997197598528024,0.09883321666780391
2019-02-07,43.09999847412109,43.48500061035156,42.584999084472656,-1.3702810234413765,40.90975570678711,126966800,AAPL,-0.01893941085698192,-1.372363547285053,-1.3940006631503694,0.15658969322175229
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,-1.3719339608777597,40.95782852172852,95280000,AAPL,-0.003100495915100643,-1.3699308754333843,-1.390034292324835,0.11845871763567412
2019-02-11,42.76250076293945,42.8025016784668,42.3125,-1.3749903770633172,40.72228240966797,83973600,AAPL,-0.0057509005649181155,-1.3710690454287935,-1.3859174251237876,0.10706046704763864
2019-02-12,42.525001525878906,42.75,42.42499923706055,-1.3704369708122244,41.07319259643555,89134000,AAPL,0.008617168016179066,-1.3731264940959196,-1.3808348281926386,0.06604668324006141
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,-1.3726513092659685,40.90253829956055,89960800,AAPL,-0.004154758712640039,-1.375665486498989,-1.3792890444007615,-0.4493684925955451
2019-02-14,42.4275016784668,42.81499862670898,42.345001220703125,-1.3707176475266767,41.05155944824219,87342800,AAPL,0.0036432624436515404,-1.3757530373030726,-1.377921979839152,-0.4530164636948946
2019-02-15,42.8125,42.92499923706055,42.4375,-1.3719027904389727,40.96023178100586,98507200,AAPL,-0.0022248529041146714,-1.3757467870821816,-1.3766991489446518,-0.44935688777914384
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,-1.3703122414686197,41.08280944824219,75891200,AAPL,0.002992574300642481,-1.3748087386631476,-1.3767994862407882,-0.6197402529138158
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,-1.3668815896637925,41.3471908569336,104457600,AAPL,0.006435418888726563,-1.3740958222463746,-1.3774736101059506,-0.6997731859731906
2019-02-21,42.95000076293945,43.09249877929688,42.57500076293945,-1.3699067878221067,41.114051818847656,68998800,AAPL,-0.005638558551334882,-1.3735454974536647,-1.3784706916528355,-0.695267786094031
2019-02-22,42.89500045776367,43.25,42.845001220703125,-1.3639499504102957,41.5731201171875,75652800,AAPL,0.011165694431014783,-1.3721884552192076,-1.3778341918815513,-0.774984780425359
2019-02-25,43.540000915527344,43.96749877929688,43.48749923706055,-1.360020333642594,41.87594985961914,87493600,AAPL,0.0072844683930379794,-1.3698058137616327,-1.3766364453110853,-0.7717331430606595
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,-1.3597084389008984,41.89998626708984,68280800,AAPL,0.0005739890143372506,-1.3676795649530957,-1.375100062758332,-0.8001652672433611
2019-02-27,43.3025016784668,43.75,43.182498931884766,-1.358024331025728,42.029781341552734,111341600,AAPL,0.0030975350224349274,-1.365903528903215,-1.3738521475397982,-0.8173160999086692
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,-1.363388596981391,41.61637115478516,112861600,AAPL,-0.00983588533613522,-1.3645965170628518,-1.3729209129415458,-0.771103583965538
2019-03-01,43.56999969482422,43.78749847412109,43.22249984741211,-1.3577124362840325,42.05381774902344,103544800,AAPL,0.010511160198520386,-1.3633457858374731,-1.3716134230514738,-0.7439402608996845
2019-03-04,43.92250061035156,44.4375,43.49250030517578,-1.3549679148401705,42.26532745361328,109744800,AAPL,0.00502946148867256,-1.3623326870561374,-1.3699108610382977,-0.7517338374062289
2019-03-05,43.98500061035156,44.0,43.6349983215332,-1.3559659399428317,42.18841171264648,78949600,AAPL,-0.0018197743139706235,-1.3615822502293746,-1.368468543504586,-0.7431026636100296
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,-1.3591158674447505,41.94565200805664,83241600,AAPL,-0.005753970910156836,-1.3618011224684226,-1.3676878100661924,-0.7274957890618972
2019-03-07,43.46749877929688,43.61000061035156,43.005001068115234,-1.3654157700370442,41.46015548706055,99185600,AAPL,-0.01157462882769189,-1.362207606299742,-1.3672363018022708,-0.6878875484903066
2019-03-08,42.58000183105469,43.26750183105469,42.375,-1.3641370682199307,41.55869674682617,95997600,AAPL,0.0023768328238225056,-1.3634958579351104,-1.36725511384921,-0.7258690380279872
2019-03-11,43.872501373291016,44.77999877929688,43.837501525878906,-1.345455743868384,42.998382568359375,128044000,AAPL,0.03464224225036894,-1.3615885004502657,-1.3657908505221843,-0.4511694242963254
2019-03-12,45.0,45.66749954223633,44.84249877929688,-1.3391870117148776,43.481483459472656,129870400,AAPL,0.011235381968699665,-1.3582240304004538,-1.363727711517753,-0.44005108741685656
2019-03-13,45.5625,45.82500076293945,45.22999954223633,-1.336691996546681,43.67376708984375,124130000,AAPL,0.004422105110627239,-1.3537276501184459,-1.3615830472641246,-0.44010138650286706
2019-03-14,45.97499847412109,46.025001525878906,45.63999938964844,-1.3303921415428435,44.159271240234375,94318000,AAPL,0.011116553514043392,-1.3467047969597945,-1.3582657207640643,-0.4766011953090873
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,-1.3229383140654971,44.733699798583984,156171600,AAPL,0.013008215562104963,-1.3384437225598684,-1.3547696750337364,-0.47081330128222015
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,-1.3170126470924732,45.19036102294922,104879200,AAPL,0.010208517113258653,-1.3327403816833627,-1.3509538101524063,-0.4684955447493389
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,-1.3216596122483837,44.83224487304688,126585600,AAPL,-0.007924717898659783,-1.3292258299935915,-1.3475047945394263,-0.4407840817227666
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,-1.3165760230071732,45.2240104675293,124140800,AAPL,0.008738566951588034,-1.3251922237002098,-1.343228015370705,-0.47221568141832293
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,-1.2949630594021297,46.88963317871094,204136800,AAPL,0.03683031750055599,-1.3180880699583657,-1.3361449926373827,-0.42280933658273084
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,-1.307562816998261,45.91862487792969,169630800,AAPL,-0.020708356973546005,-1.3150050125257997,-1.3304572525360785,-0.2630452976656404
2019-03-25,47.87749862670898,47.994998931884766,46.650001525878906,-1.314767138199942,45.36341857910156,175381200,AAPL,-0.012091062662626273,-1.3145547485212778,-1.3273719476607284,-0.31379131476530014
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,-1.3208487525438137,44.89474105834961,199202000,AAPL,-0.010331737576970035,-1.3143921568972143,-1.3255282952955088,-0.2865848573173795
2019-03-27,47.1875,47.43999862670898,46.63750076293945,-1.3156092159317554,45.29851913452149,119393600,AAPL,0.008994100299563712,-1.3141982950840523,-1.32340872015026,-0.28207892169804344
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,-1.3148295266659724,45.35861206054688,83121600,AAPL,0.0013264710478100294,-1.3181818709833404,-1.3218441195270982,-0.291062604461509
2019-03-29,47.45750045776367,47.52000045776367,47.1349983215332,-1.3109934688030882,45.654239654541016,94256000,AAPL,0.006517569518774025,-1.3188697769742275,-1.3206432344259118,-0.30611364792597917
2019-04-01,47.90999984741211,47.91999816894531,47.095001220703125,-1.306970245542113,45.96430206298828,111448000,AAPL,0.006791305952341675,-1.3173063629425041,-1.3196336131091828,-0.31330690125473587
2019-04-02,47.772499084472656,48.6150016784668,47.76250076293945,-1.2983001047136835,46.63246154785156,91062800,AAPL,0.014536701001068852,-1.3127849626922883,-1.3172851453012528,-0.31062321845549506
2019-04-03,48.3125,49.125,48.28749847412109,-1.2941521521091037,46.95212173461914,93087200,AAPL,0.00685497269233637,-1.3084824442234424,-1.3150307425123644,-0.3129609813093428
2019-04-04,48.6974983215332,49.09249877929688,48.28499984741211,-1.2930917861288684,47.03384017944336,76457200,AAPL,0.0017404470297812669,-1.3041236451396119,-1.3148426124742818,-0.543903944167582
2019-04-05,49.11249923706055,49.275001525878906,48.98249816894531,-1.289006221990319,47.34869384765625,74106400,AAPL,0.006694248772294742,-1.2997148156616876,-1.3129770095314024,-0.6717373556029377
2019-04-08,49.10499954223633,50.057498931884766,49.084999084472656,-1.2793380560592285,48.0937728881836,103526800,AAPL,0.01573607159144985,-1.294174075951567,-1.3094151168524422,-0.7209522007878485
2019-04-09,50.08000183105469,50.712501525878906,49.807498931884766,-1.2812093293324898,47.94956970214844,143072800,AAPL,-0.002998531160489981,-1.2907470750658796,-1.3054299339799686,-0.7964020733971848
2019-04-10,49.66999816894531,50.185001373291016,49.54499816894531,-1.2777163366500883,48.21875,86781200,AAPL,0.0056140106124689115,-1.2874514051574786,-1.3016203413757335,-0.7990360129469892
2019-04-11,50.212501525878906,50.25,49.61000061035156,-1.2829246552349034,47.8173828125,83603200,AAPL,-0.008324186071133388,-1.2854127166953473,-1.298412758195279,-0.7265911215024895
2019-04-12,49.79999923706055,50.03499984741211,49.0525016784668,-1.2831741615105687,47.79814529418945,111042800,AAPL,-0.00040212029294717233,-1.284243286053161,-1.2956159206541475,-0.7171801165660807
2019-04-15,49.64500045776367,49.962501525878906,49.50249862670898,-1.2820514070643032,47.88467025756836,70146400,AAPL,0.0018102309005407768,-1.2847873606249798,-1.2931106841936095,-0.7169200023561085
2019-04-16,49.8650016784668,50.34249877929688,49.63999938964844,-1.2819890185982727,47.88948059082031,102785600,AAPL,0.00010040793499932477,-1.284943702028152,-1.2914708353826914,-0.759081613976832
2019-04-17,49.8849983215332,50.845001220703125,49.65250015258789,-1.269888225965016,48.82203674316406,115627200,AAPL,0.01947304834535757,-1.2833740282332158,-1.2890314410864405,-0.6722655193948128
2019-04-18,50.77999877929688,51.03749847412109,50.630001068115234,-1.2676115466336977,48.99749374389648,96783200,AAPL,0.0035937365725964288,-1.2803034807847538,-1.2864697637007394,-0.6738460936095241
2019-04-22,50.70750045776367,51.23500061035156,50.584999084472656,-1.2655219851120143,49.15852355957031,77758000,AAPL,0.0032865602224043666,-1.2767639091267748,-1.2841087561229654,-0.6760440992830593
2019-04-23,51.10749816894531,51.9375,50.97499847412109,-1.2563216612934671,49.86754608154297,93292000,AAPL,0.014423297148822956,-1.2716046428220877,-1.2817947834468848,-0.685511729953035
2019-04-24,51.84000015258789,52.119998931884766,51.76250076293945,-1.257319638807672,49.79064178466797,70162400,AAPL,-0.0015422791209707132,-1.2666579985355577,-1.279393013244512,-0.6911727304404413
2019-04-25,51.70750045776367,51.93999862670898,51.27999877929688,-1.2631829173146654,49.33879089355469,74172800,AAPL,-0.009075134435114762,-1.2653134662852041,-1.2779318836638611,-0.64768623611629
2019-04-26,51.22499847412109,51.25,50.52999877929688,-1.2662392859117668,49.103248596191406,74596400,AAPL,-0.004773946479767366,-1.2650383038888495,-1.276254405974719,-0.6669395292194219
2019-04-29,51.09999847412109,51.49250030517578,50.96500015258789,-1.265272478836349,49.1777572631836,88818800,AAPL,0.0015173644344743664,-1.2649882734947555,-1.274454645196127,-0.6695693921221383
2019-04-30,50.76499938964844,50.84999847412109,49.77750015258789,-1.2775603892792406,48.23077774047852,186139600,AAPL,-0.019256157712981836,-1.2692470117903984,-1.2740031369322051,-0.5503738531949469
2019-05-01,52.470001220703125,53.82749938964844,52.307498931884766,-1.2468406131720116,50.59822082519531,259309200,AAPL,0.04908559422631198,-1.2671457829500694,-1.2704694623236532,-0.18423654848969903
2019-05-02,52.459999084472656,53.16249847412109,52.032501220703125,-1.251113342708652,50.26892852783203,127985200,AAPL,-0.006507744386150982,-1.2647256210825046,-1.2685819135874605,-0.19954850572236602
2019-05-03,52.72249984741211,52.959999084472656,52.557498931884766,-1.2430045553091273,50.89384078979492,83569600,AAPL,0.012431298969114435,-1.2600666491764336,-1.2661080289437059,-0.18841683332834488
2019-05-06,51.0724983215332,52.209999084472656,50.875,-1.2532029042303354,50.1078987121582,129772400,AAPL,-0.015442759256013905,-1.2576464873088686,-1.2648695197486413,-0.14218214215512318
2019-05-07,51.470001220703125,51.85499954223633,50.20750045776367,-1.2707303036968294,48.757137298583984,155054800,AAPL,-0.026956999387760083,-1.2562769350903076,-1.2663181047751024,-0.07580243255976467
2019-05-08,50.47499847412109,51.334999084472656,50.4375,-1.2706055743532247,48.76675415039063,105358000,AAPL,0.0001971472247483952,-1.2610422275477793,-1.2676538175199283,-0.07524789816661061
2019-05-09,50.09999847412109,50.41999816894531,49.165000915527344,-1.2774044419083928,48.2427978515625,139634400,AAPL,-0.010744173195458062,-1.266314055082436,-1.2690835904994504,-0.07198225046551097
2019-05-10,49.35499954223633,49.712501525878906,48.192501068115234,-1.2884448685614143,47.574462890625,164834800,AAPL,-0.017636551033244685,-1.2754256366396344,-1.2713160474950251,-0.04541321855507974
2019-05-13,46.9275016784668,47.369998931884766,45.712501525878906,-1.3241857978553673,44.80946731567383,229722400,AAPL,-0.0581194435579554,-1.2896589545492083,-1.2772389477517596,0.23100010629055853
2019-05-14,46.602500915527344,47.42499923706055,46.352500915527344,-1.3150166444756073,45.51881790161133,146118800,AAPL,0.015830295186744392,-1.2985391443409326,-1.2810046439850216,0.26895070697472145
2019-05-15,46.567501068115234,47.9375,46.505001068115234,-1.307968270644774,46.06409454345703,106178800,AAPL,0.01197919253136237,-1.306031021709101,-1.2871501646273424,-0.021924143352813005
2019-05-16,47.477500915527344,48.11750030517578,47.209999084472656,-1.3105880151565752,45.861419677734375,132125600,AAPL,-0.004399729446609935,-1.3126849114464227,-1.2931295010248942,-0.019983712451479365
2019-05-17,46.73249816894531,47.72499847412109,46.68999862670898,-1.313956278495372,45.6008415222168,131516400,AAPL,-0.005681827760158575,-1.317800397577907,-1.3002626924062848,-0.0790410220201437
2019-05-20,45.880001068115234,46.087501525878906,45.06999969482422,-1.3323881441597096,44.17491149902344,154449200,AAPL,-0.03126986064608139,-1.319445112192823,-1.3082236473434166,-0.03509472487271107
2019-05-21,46.30500030517578,47.0,46.17499923706055,-1.3214412764115055,45.02177429199219,113459200,AAPL,0.019170953278885294,-1.3207333638281915,-1.3133219177907844,0.033463835934621086
2019-05-22,46.165000915527344,46.4275016784668,45.63750076293945,-1.3333549512351273,44.10011291503906,118994400,AAPL,-0.020471635580224024,-1.32582383953379,-1.319630479362808,0.03821292496304946
2019-05-23,44.95000076293945,45.1349983215332,44.45249938964844,-1.343085458043792,43.34734344482422,146118800,AAPL,-0.01706967468007714,-1.3323401480729344,-1.3262337757618,0.04303902848782304
2019-05-24,45.04999923706055,45.53499984741211,44.65499877929688,-1.345237408031506,43.18086624145508,94858800,AAPL,-0.003840601287663059,-1.3386125644048228,-1.3319434616564179,0.04102697102524603
2019-05-28,44.72999954223633,45.147499084472656,44.477500915527344,-1.3475453053900674,43.0023193359375,111792800,AAPL,-0.004134801855711578,-1.341651841664186,-1.3342919294643478,-0.3038657890707504
2019-05-29,44.10499954223633,44.837501525878906,44.0,-1.3501962203406557,42.79723739624024,113924800,AAPL,-0.004769067301252372,-1.3474177133765675,-1.3378287378192741,-0.3770608219783448
2019-05-30,44.48749923706055,44.807498931884766,44.16749954223633,-1.3473269695531893,43.01921081542969,84873600,AAPL,0.005186594563198366,-1.3502193486495657,-1.3417856978369933,-0.41413418832302096
2019-05-31,44.057498931884766,44.497501373291016,43.747501373291016,-1.357400541542337,42.23988723754883,108174400,AAPL,-0.018115511341867174,-1.3530897745216526,-1.346492034691977,-0.39465806218388944
2019-06-03,43.900001525878906,44.47999954223633,42.567501068115234,-1.3629207548688476,41.81283187866211,161584400,AAPL,-0.010110265598966883,-1.3566355964005226,-1.351414719655452,-0.39534345243492347
2019-06-04,43.86000061035156,44.95750045776367,43.630001068115234,-1.3431478465098226,43.34251403808594,123872000,AAPL,0.036583936677699436,-1.3557538285964732,-1.3524964554135632,-0.22417495785197836
2019-06-05,46.06999969482422,46.247501373291016,45.28499984741211,-1.3341034700621233,44.042213439941406,119093600,AAPL,0.016143363985401393,-1.352526949287161,-1.353769459740477,-0.2415475980512289
2019-06-06,45.77000045776367,46.36750030517578,45.53749847412109,-1.3257451763869332,44.68882751464844,90105200,AAPL,0.014681757604589007,-1.3481994203924292,-1.353004404602648,-0.26901901245064064
2019-06-07,46.62749862670898,47.97999954223633,46.442501068115234,-1.3103697269081531,45.87830352783203,122737600,AAPL,0.026616956285983262,-1.338768915350317,-1.349715300957342,-0.253975701009318
2019-06-10,47.95249938964844,48.84249877929688,47.90499877929688,-1.302791122498746,46.46460723876953,104883600,AAPL,0.012779426834445218,-1.3267118671010523,-1.34544792781209,-0.264981980233512
2019-06-11,48.71500015258789,49.0,48.400001525878906,-1.2958363075727302,47.00264739990234,107731600,AAPL,0.011579580986271765,-1.3172250719016334,-1.340249320068586,-0.2870966816706586
2019-06-12,48.48749923706055,48.99250030517578,48.34749984741211,-1.2977699217235659,46.853065490722656,73012800,AAPL,-0.0031825631382240704,-1.3099395567884093,-1.3349785978837,-0.29365077424165575
2019-06-13,48.67499923706055,49.1974983215332,48.400001525878906,-1.2978946986556266,46.84340286254883,86698400,AAPL,-0.00020602783057266372,-1.3043550464474079,-1.330008882802877,-0.282712730133867
2019-06-14,47.88750076293945,48.397499084472656,47.57500076293945,-1.3022921099474154,46.50321578979492,75046000,AAPL,-0.007262366457101432,-1.3027353422583778,-1.324468510115057,-0.36078566594641703
2019-06-17,48.22499847412109,48.7400016784668,48.04249954223633,-1.2987055583601965,46.78067779541016,58676400,AAPL,0.005966555275029206,-1.3019161148325262,-1.318012581129549,-0.43511833862207544
2019-06-18,49.01250076293945,50.0724983215332,48.8025016784668,-1.2844840337664694,47.88089370727539,106204000,AAPL,0.023518477347714173,-1.2996397843840297,-1.3121147651968488,-0.5420651540570341
2019-06-19,49.91999816894531,49.970001220703125,49.32749938964844,-1.2862929185737004,47.74095153808594,84496800,AAPL,-0.002922659813423545,-1.2973384435096476,-1.3073080910457289,-0.5202775826436403
2019-06-20,50.09249877929688,50.15250015258789,49.50749969482422,-1.2813340586760944,48.12457275390625,86056000,AAPL,0.008035637721312883,-1.2940177440907168,-1.3028431818389248,-0.5309034076329788
2019-06-21,49.70000076293945,50.212501525878906,49.53749847412109,-1.283454838225021,47.96050262451172,191202400,AAPL,-0.003409244518605692,-1.2902405399886947,-1.3001372707861145,-0.6144355342016388
2019-06-24,49.6349983215332,50.040000915527344,49.54249954223633,-1.2840785801199561,47.912254333496094,72881600,AAPL,-0.0010061220921137037,-1.28730757373841,-1.2982559895426709,-0.6302901068168444
2019-06-25,49.60749816894531,49.81499862670898,48.8224983215332,-1.2934660217481382,47.18601608276367,84281200,AAPL,-0.015157591293592287,-1.2891086202141766,-1.2980176908565202,-0.57974924985749
2019-06-26,49.442501068115234,50.247501373291016,49.337501525878906,-1.2802736926958591,48.20661163330078,104270000,AAPL,0.021629061559150564,-1.2879016596196786,-1.2962586927025266,-0.4933042987226909
2019-06-27,50.0724983215332,50.39250183105469,49.89250183105469,-1.280460810505494,48.19213104248047,83598800,AAPL,-0.00030028807646320654,-1.2877265580115114,-1.2945059620412822,-0.4931768876728197
2019-06-28,49.66999816894531,49.875,49.26250076293945,-1.2861369712028525,47.75301361083984,124442400,AAPL,-0.009111881817190803,-1.288264372820117,-1.2928817915309283,-0.4845566409997856
2019-07-01,50.79249954223633,51.122501373291016,50.16249847412109,-1.2748158678353787,48.62883758544922,109012000,AAPL,0.018340768575158872,-1.286407036187044,-1.2904800213285559,-0.4403991513509475
2019-07-02,50.352500915527344,50.782501220703125,50.34000015258789,-1.2711357573433424,48.91353988647461,67740800,AAPL,0.005854590215403022,-1.2819294256523528,-1.2891380410909803,-0.5264349857726747
2019-07-03,50.81999969482422,51.11000061035156,50.67250061035156,-1.265896220731284,49.31887435913086,45448000,AAPL,0.008286923346203734,-1.2790464897961622,-1.2870874418563933,-0.5268088072997913
2019-07-05,50.837501525878906,51.27000045776367,50.72499847412109,-1.266457621748645,49.27544784545898,69062000,AAPL,-0.0008806219428862949,-1.276238604302273,-1.2855918267125843,-0.5296752403997427
2019-07-08,50.20249938964844,50.34999847412109,49.602500915527344,-1.2795875623348936,48.25968551635742,101354400,AAPL,-0.02061397220364547,-1.2749253326986967,-1.2852030268665748,-0.4320948236253929
2019-07-09,49.79999923706055,50.37749862670898,49.70249938964844,-1.2757826749107966,48.55403900146485,82312000,AAPL,0.00609939603361509,-1.2751191945118587,-1.2843689910337386,-0.4280331196545185
2019-07-10,50.462501525878906,50.932498931884766,50.38999938964844,-1.2695763788117767,49.034175872802734,71588400,AAPL,0.009888641324066194,-1.274806511705514,-1.2819672256157115,-0.48111545072908296
2019-07-11,50.82749938964844,51.09749984741211,50.4275016784668,-1.2741921259404436,48.67708969116211,80767200,AAPL,-0.007282368541321138,-1.2764699865254252,-1.2813558101684615,-0.5409700722997107
2019-07-12,50.61249923706055,51.0,50.54999923706055,-1.2693580429748983,49.05106735229492,70380800,AAPL,0.007682790838948295,-1.2770515719649116,-1.280239584062847,-0.5326203186188906
2019-07-15,51.022499084472656,51.46749877929688,51.0,-1.2634012055630874,49.511905670166016,67789600,AAPL,0.009395000656360564,-1.2738059229082823,-1.2779538246728295,-0.5552431028186532
2019-07-16,51.147499084472656,51.52750015258789,50.875,-1.2656155440168317,49.34059524536133,67467200,AAPL,-0.0034599029805461035,-1.2717672344461508,-1.2770288623516721,-0.6086945697125448
2019-07-17,51.01250076293945,51.272499084472656,50.817501068115234,-1.2692020956040506,49.06312942504883,56430000,AAPL,-0.0056234420365983695,-1.2716921840838493,-1.2768344600364945,-0.6037643070480895
2019-07-18,51.0,51.470001220703125,50.92499923706055,-1.2619977744023694,49.62046813964844,74162400,AAPL,0.011359712265844868,-1.2692470022480766,-1.2764425264441104,-0.5888534812511999
2019-07-19,51.4474983215332,51.625,50.59000015258789,-1.2715723814286426,48.8797607421875,83717200,AAPL,-0.01492758567320962,-1.2696910160317076,-1.2769567431259445,-0.5352943452341916
2019-07-22,50.91249847412109,51.807498931884766,50.90250015258789,-1.257132520998037,49.996856689453125,89111600,AAPL,0.022854064694736165,-1.2684340345854381,-1.2746992065906813,-0.5414412325598045
2019-07-23,52.1150016784668,52.227500915527344,51.8224983215332,-1.25208014978407,50.38772964477539,73420800,AAPL,0.00781775459726064,-1.2657199501165235,-1.2723162532195935,-0.5388255825095885
2019-07-24,51.91749954223633,52.28749847412109,51.79249954223633,-1.2526103327741875,50.346717834472656,59966400,AAPL,-0.0008140115491587219,-1.2623930100190237,-1.2706105574600426,-0.5453282332071114
2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,-1.2577562628929722,49.9486083984375,55638400,AAPL,-0.007907192749139202,-1.2615425124040733,-1.2689581640949343,-0.5423255238586951
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,-1.2555107540004409,50.12232208251953,70475600,AAPL,0.0034779306629495466,-1.25832187377333,-1.267566015209291,-0.5485521739600251
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,-1.2494604052722686,50.59038925170898,86693600,AAPL,0.009338534376235108,-1.2567834797098143,-1.2661644650845234,-0.5487430375103179
2019-07-30,52.18999862670898,52.540000915527344,51.82749938964844,-1.2522672675937048,50.37324523925781,135742800,AAPL,-0.004292225905768721,-1.2568210001198041,-1.2648224848469478,-0.5463698585135486
2019-08-01,53.47499847412109,54.50749969482422,51.685001373291016,-1.2533588516011833,50.28880310058594,216071600,AAPL,-0.0016764350299935948,-1.2569710913020855,-1.2632296709377229,-0.5575886910228566
2019-08-02,51.38249969482422,51.60749816894531,50.407501220703125,-1.267112534082367,49.22478103637695,163448400,AAPL,-0.021158127708521213,-1.2588471881401537,-1.2637438876195572,-0.47385094564586977
2019-08-05,49.497501373291016,49.66249847412109,48.14500045776367,-1.3004208842626102,46.64796829223633,209572000,AAPL,-0.0523478468332329,-1.2678524586882736,-1.2666441962031996,-0.1077404976694937
